stage,seed,arm,dyad_present,dyad_coupled_to_evidence,authored_access_used,true_dyad_safe_probability,dyad_safe_observations,dyad_precision_final,potential_evidence_packets,ingested_evidence_packets,initial_permission,final_permission,maximum_permission,permission_rise_episode,first_contact_episode,contact_achieved,contact_episodes,initial_root_probability,final_root_probability,revision_begin_episode,revision_complete_episode,descent_occurred,permission_before_revision,permission_to_revision_lag,root_updates,vulnerable_registered_rejections,permission_path,root_path
confirm,14961,coupled,true,true,false,0.8433485906763153,8,0.625,6,6,0.0721454976564124,0.07214549765641246,0.8799126512506044,2,2,true,2,0.06000000000000001,0.4108286741778422,0,0,false,true,0,2,0,0.0721454976564124;0.0721454976564124;0.8799126512506044;0.8799126512506044;0.07214549765641246;0.07214549765641246;0.01089869729404174;0.01089869729404174;0.07214549765641246;0.01089869729404174;0.01089869729404174;0.07214549765641246;0.07214549765641246,0.06000000000000001;0.06000000000000001;0.3512297621379089;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422;0.4108286741778422
confirm,14961,no_dyad,false,false,false,0.8433485906763153,0,0.5,0,0,0.0721454976564124,0.0721454976564124,0.0721454976564124,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14961,decoupled,true,false,false,0.8433485906763153,8,0.625,6,0,0.0721454976564124,0.0721454976564124,0.0721454976564124,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14961,authored_access,false,false,true,0.8433485906763153,0,0.5,0,0,0.0721454976564124,0.0721454976564124,0.0721454976564124,0,1,true,12,0.06000000000000001,0.9999999984792043,2,2,true,false,0,12,0,0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124;0.0721454976564124,0.06000000000000001;0.37228231841649917;0.8341679538112797;0.8662911693916405;0.9836598330366169;0.9982153578399534;0.9998076205438163;0.9999792915017602;0.9999905552584514;0.9999989834960105;0.9999998801515332;0.9999999871012425;0.9999999984792043
confirm,14962,coupled,true,true,false,0.7624958925147068,7,0.5625,6,6,0.10661282019724799,0.9974456625137113,0.9974456625137113,3,3,true,10,0.06000000000000001,0.9999997317745066,5,5,true,true,2,10,0,0.10661282019724799;0.10661282019724799;0.10661282019724799;0.9247182899647249;0.9247182899647249;0.9942155887459919;0.9970694475720776;0.9970694475720776;0.9942155887459919;0.9942155887459919;0.9970694475720776;0.9970694475720776;0.9974456625137113,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.075967752713077;0.4108286741778422;0.8662911693916405;0.9534008810104996;0.9942703295663071;0.999380171929673;0.9999332537497788;0.9999921299870218;0.9999975077951436;0.9999997317745066
confirm,14962,no_dyad,false,false,false,0.7624958925147068,0,0.5,0,0,0.10661282019724799,0.10661282019724799,0.10661282019724799,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14962,decoupled,true,false,false,0.7624958925147068,7,0.5625,6,0,0.10661282019724799,0.10661282019724799,0.10661282019724799,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14962,authored_access,false,false,true,0.7624958925147068,0,0.5,0,0,0.10661282019724799,0.10661282019724799,0.10661282019724799,0,1,true,12,0.06000000000000001,0.9999999916552408,2,4,true,false,0,12,0,0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799;0.10661282019724799,0.06000000000000001;0.37228231841649917;0.6723117085342495;0.7254694760865406;0.9572892043826289;0.9952210837763182;0.9984817058619946;0.9998207492612319;0.9999807049557892;0.9999979233246641;0.9999997551543423;0.9999999224648854;0.9999999916552408
confirm,14963,coupled,true,true,false,0.8140245718017857,8,0.625,7,7,0.06318974375581682,0.996902879215067,0.996902879215067,6,6,true,5,0.06000000000000001,0.9969194171272879,9,9,true,true,3,5,0,0.06318974375581682;0.06318974375581682;0.010528679064677395;0.010528679064677395;0.06318974375581682;0.06318974375581682;0.8578889894623528;0.06318974375581682;0.06318974375581682;0.8578889894623528;0.9925626187996326;0.9925626187996326;0.996902879215067,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.37228231841649917;0.37228231841649917;0.37228231841649917;0.8464024725792524;0.9790523069255674;0.9894231435712123;0.9969194171272879
confirm,14963,no_dyad,false,false,false,0.8140245718017857,0,0.5,0,0,0.06318974375581682,0.06318974375581682,0.06318974375581682,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14963,decoupled,true,false,false,0.8140245718017857,8,0.625,7,0,0.06318974375581682,0.06318974375581682,0.06318974375581682,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14963,authored_access,false,false,true,0.8140245718017857,0,0.5,0,0,0.06318974375581682,0.06318974375581682,0.06318974375581682,0,1,true,12,0.06000000000000001,0.9999999482909061,2,2,true,false,0,12,0,0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682;0.06318974375581682,0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9168697330393974;0.9903361645498882;0.9989508770939862;0.9998869817704349;0.9999435300636698;0.9999717854058664;0.9999969633125745;0.9999996419660085;0.9999998211172034;0.9999999482909061
confirm,14964,coupled,true,true,false,0.8061950776640994,10,0.75,9,9,0.0979942906032055,0.99751134115863,0.9975243363277152,2,2,true,11,0.06000000000000001,0.9999898022661382,3,3,true,true,1,11,0,0.0979942906032055;0.0979942906032055;0.9170388495142701;0.9170388495142701;0.9940087874498563;0.9970471058599572;0.9974418725046892;0.99751134115863;0.99751134115863;0.9975243363277152;0.99751134115863;0.9974418725046892;0.99751134115863,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8341679538112797;0.9770978620294866;0.9932701767743829;0.9992713230463457;0.9997892544701119;0.9996448253536747;0.9976887272318787;0.9997269384584999;0.9999677976057217;0.9999898022661382
confirm,14964,no_dyad,false,false,false,0.8061950776640994,0,0.5,0,0,0.0979942906032055,0.0979942906032055,0.0979942906032055,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14964,decoupled,true,false,false,0.8061950776640994,10,0.75,9,0,0.0979942906032055,0.0979942906032055,0.0979942906032055,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14964,authored_access,false,false,true,0.8061950776640994,0,0.5,0,0,0.0979942906032055,0.0979942906032055,0.0979942906032055,0,1,true,12,0.06000000000000001,0.9999989024533846,2,2,true,false,0,12,0,0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055;0.0979942906032055,0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9790523069255674;0.9974837190569372;0.9992713230463457;0.9999215247196229;0.9999773141318631;0.9999617620169294;0.9997507339005881;0.9999706044408629;0.9999965341002844;0.9999989024533846
confirm,14965,coupled,true,true,false,0.8363338951976267,9,0.6875,7,7,0.08398580475407788,0.9970023160113252,0.9970023160113252,9,9,true,4,0.06000000000000001,0.9040670338375032,12,12,true,true,3,4,0,0.08398580475407788;0.08398580475407788;0.011358407952028804;0.011358407952028804;0.00740441606015184;0.00740441606015184;0.011358407952028804;0.011358407952028804;0.08398580475407788;0.9003854274014141;0.9003854274014141;0.993580397704707;0.9970023160113252,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.0364867159647293;0.1158284650594876;0.5263147996861114;0.9040670338375032
confirm,14965,no_dyad,false,false,false,0.8363338951976267,0,0.5,0,0,0.08398580475407788,0.08398580475407788,0.08398580475407788,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14965,decoupled,true,false,false,0.8363338951976267,9,0.6875,7,0,0.08398580475407788,0.08398580475407788,0.08398580475407788,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14965,authored_access,false,false,true,0.8363338951976267,0,0.5,0,0,0.08398580475407788,0.08398580475407788,0.08398580475407788,0,1,true,12,0.06000000000000001,0.9999995095941931,2,2,true,false,0,12,0,0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788;0.08398580475407788,0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9808432315593848;0.9979023836515912;0.9990422361759932;0.9998968319738872;0.9999888954630048;0.9999276008050598;0.9998779722765659;0.9999647227693651;0.9999958405969617;0.9999995095941931
confirm,14966,coupled,true,true,false,0.7058940951915214,10,0.75,8,8,0.07521508730257391,0.9975238609985619,0.9975238609985619,2,2,true,11,0.06000000000000001,0.9999997500825278,3,4,true,true,1,11,0,0.07521508730257391;0.07521508730257391;0.8859876146697436;0.8859876146697436;0.9932262870362993;0.8859876146697439;0.9932262870362993;0.9932262870362993;0.9969666796687349;0.9974283838108892;0.9975088340291883;0.9975088340291883;0.9975238609985619,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.6519131339784898;0.9407747933935904;0.9926322934894489;0.9991256465454349;0.9997229535811847;0.9999701753556715;0.9999905552584514;0.9999970091210589;0.9999976779029296;0.9999997500825278
confirm,14966,no_dyad,false,false,false,0.7058940951915214,0,0.5,0,0,0.07521508730257391,0.07521508730257391,0.07521508730257391,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14966,decoupled,true,false,false,0.7058940951915214,10,0.75,8,0,0.07521508730257391,0.07521508730257391,0.07521508730257391,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14966,authored_access,false,false,true,0.7058940951915214,0,0.5,0,0,0.07521508730257391,0.07521508730257391,0.07521508730257391,0,1,true,12,0.06000000000000001,0.9999999705340994,2,2,true,false,0,12,0,0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391;0.07521508730257391,0.06000000000000001;0.3512297621379089;0.8341679538112797;0.9407747933935904;0.9926322934894489;0.9991256465454349;0.9998968319738872;0.9999673275506671;0.9999964835074259;0.9999988864321033;0.9999996473669719;0.9999997262183945;0.9999999705340994
confirm,14967,coupled,true,true,false,0.8924194110317822,12,0.875,9,9,0.12268971470112006,0.9975273582569548,0.9975273582569548,2,2,true,11,0.06000000000000001,0.9999999224648854,3,3,true,true,1,11,0,0.12268971470112006;0.12268971470112006;0.9356965711547238;0.9356965711547238;0.9945249362300469;0.9971038261410295;0.9974515319088365;0.997513141960333;0.997513141960333;0.9975246779407907;0.9975268637646239;0.9975272792108992;0.9975273582569548,0.06000000000000001;0.06000000000000001;0.3512297621379089;0.8341679538112797;0.855370145823155;0.9534008810104998;0.9942703295663071;0.999380171929673;0.9999268807444569;0.9999921299870218;0.9999933063213119;0.9999992795849043;0.9999999224648854
confirm,14967,no_dyad,false,false,false,0.8924194110317822,0,0.5,0,0,0.12268971470112006,0.12268971470112006,0.12268971470112006,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14967,decoupled,true,false,false,0.8924194110317822,12,0.875,9,0,0.12268971470112006,0.12268971470112006,0.12268971470112006,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14967,authored_access,false,false,true,0.8924194110317822,0,0.5,0,0,0.12268971470112006,0.12268971470112006,0.12268971470112006,0,1,true,12,0.06000000000000001,0.9999999612615103,3,3,true,false,0,12,0,0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006;0.12268971470112006,0.06000000000000001;0.11328287332364925;0.5200540510582027;0.9096489851846495;0.9221018752885225;0.9761620816230044;0.9971290820324177;0.9996902222694782;0.9999634664488736;0.9999960679285903;0.9999966556589963;0.9999996400624148;0.9999999612615103
confirm,14968,coupled,true,true,false,0.8145159732707189,11,0.8125,8,8,0.11567886680858003,0.9975245931277568,0.9975245931277568,2,2,true,11,0.06000000000000001,0.9999999653557777,3,3,true,true,1,11,0,0.11567886680858003;0.11567886680858003;0.931349992268638;0.931349992268638;0.9944002674898614;0.9970898277321169;0.9944002674898614;0.9944002674898614;0.9970898277321169;0.9974491364551094;0.997512694952513;0.9975245931277568;0.9975245931277568,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9808432315593848;0.9903361645498882;0.9988508134850422;0.999107551055935;0.9999038731439606;0.9999896534075368;0.9999988864321033;0.9999998801515332;0.9999999653557777
confirm,14968,no_dyad,false,false,false,0.8145159732707189,0,0.5,0,0,0.11567886680858003,0.11567886680858003,0.11567886680858003,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14968,decoupled,true,false,false,0.8145159732707189,11,0.8125,8,0,0.11567886680858003,0.11567886680858003,0.11567886680858003,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14968,authored_access,false,false,true,0.8145159732707189,0,0.5,0,0,0.11567886680858003,0.11567886680858003,0.11567886680858003,0,1,true,12,0.06000000000000001,0.9999999899855033,2,3,true,false,0,12,0,0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003;0.11567886680858003,0.06000000000000001;0.18087388666753335;0.6723117085342495;0.9501573493494073;0.9943859544935266;0.9971871804519958;0.9996675366477344;0.9997418588074437;0.9999722110129713;0.9999970091210589;0.9999996781041757;0.9999999653557777;0.9999999899855033
confirm,14969,coupled,true,true,false,0.808202367852364,11,0.8125,9,9,0.1268067823525256,0.9975268725732598,0.997527280888504,2,2,true,11,0.06000000000000001,0.9999978363998736,5,6,true,true,3,11,0,0.1268067823525256;0.1268067823525256;0.9379894803292409;0.9379894803292409;0.9945920131434746;0.997111441263654;0.9974528382500283;0.9975133858504339;0.9975133858504339;0.9975247242195734;0.9975268725732598;0.997527280888504;0.9975268725732598,0.06000000000000001;0.06000000000000001;0.16775280251304317;0.2061090452411087;0.45050179283158154;0.6425510770018388;0.8614697367572498;0.9813932422661383;0.9979636252619531;0.9997804350710829;0.9999365211477826;0.999981649539702;0.9999978363998736
confirm,14969,no_dyad,false,false,false,0.808202367852364,0,0.5,0,0,0.1268067823525256,0.1268067823525256,0.1268067823525256,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14969,decoupled,true,false,false,0.808202367852364,11,0.8125,9,0,0.1268067823525256,0.1268067823525256,0.1268067823525256,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14969,authored_access,false,false,true,0.808202367852364,0,0.5,0,0,0.1268067823525256,0.1268067823525256,0.1268067823525256,0,1,true,12,0.06000000000000001,0.9999989190099267,4,6,true,false,0,12,0,0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256;0.1268067823525256,0.06000000000000001;0.11328287332364925;0.28746237397264796;0.34194390968486355;0.6213433174850275;0.7825095385266803;0.925631820912468;0.9906162308130396;0.9989815383303099;0.9998902877996012;0.9999682833654637;0.9999908315654766;0.9999989190099267
confirm,14970,coupled,true,true,false,0.7602882136107985,9,0.6875,7,7,0.10427364692647655,0.9975118651670061,0.9975118651670061,2,2,true,11,0.06000000000000001,0.9999996954818481,3,3,true,true,1,11,0,0.10427364692647655;0.10427364692647655;0.9227835430527338;0.9227835430527338;0.9941628275414324;0.9970637004898295;0.9970637004898295;0.9974446857702877;0.9975118651670061;0.9975118651670061;0.9974446857702877;0.9975118651670061;0.9975118651670061,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9790523069255674;0.9932701767743829;0.99920179862122;0.9999058237550318;0.9998180043372968;0.9999804094366065;0.9999976901837277;0.9999989465484584;0.9999996954818481
confirm,14970,no_dyad,false,false,false,0.7602882136107985,0,0.5,0,0,0.10427364692647655,0.10427364692647655,0.10427364692647655,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14970,decoupled,true,false,false,0.7602882136107985,9,0.6875,7,0,0.10427364692647655,0.10427364692647655,0.10427364692647655,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,0,0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
confirm,14970,authored_access,false,false,true,0.7602882136107985,0,0.5,0,0,0.10427364692647655,0.10427364692647655,0.10427364692647655,0,1,true,12,0.06000000000000001,0.9999999672260602,2,2,true,false,0,12,0,0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655;0.10427364692647655,0.06000000000000001;0.37228231841649917;0.8464024725792524;0.9808432315593848;0.997702546465755;0.9992713230463457;0.9999140319098943;0.9999898633787655;0.9999804094366065;0.9999978915181486;0.9999997514042608;0.9999998866216009;0.9999999672260602
